https://280.earth,Jacques Gagne,Founder,https://www.linkedin.com/in/jacques-gagne-94b78
https://280.earth,Greg Bohannon,Co-Founder,https://www.linkedin.com/in/greg-bohannon-26a2921
https://280.earth,Darren Bonnstetter,Co-Founder,https://www.linkedin.com/in/darren-bonnstetter-017528
https://6amcity.com,Ryan Johnston,Co-Founder,https://www.linkedin.com/in/ryanljohnston
https://6amcity.com,Ryan Heafy,Co-Founder,https://www.linkedin.com/in/ryanheafy
https://6amcity.com,Ryan Johnston,CEO,https://www.linkedin.com/in/ryan-johnston-5a7322196
https://8five8tx.com,Jeffrey Stafford,Chief Executive Officer,https://www.linkedin.com/in/jeffrey-stafford-7b878010
https://8five8tx.com,James Veal,Chief Scientific Officer,https://www.linkedin.com/in/jim-veal-75a6578
https://8five8tx.com,Gretchen Bain,SVP of Biology,https://www.linkedin.com/in/gretchen-bain-87b6793
https://www.9am.health,Frank Westermann,Co-CEO & Co-Founder,https://www.linkedin.com/in/frankwestermann
https://www.9am.health,Anton Kittelberger,Co-CEO & Co-Founder,https://www.linkedin.com/in/anton-kittelberger
https://www.9am.health,Paul Geevarghese,COO & Co-Founder,https://www.linkedin.com/in/paulgeevarghese
https://www.9am.health,Bernhard Schandl,CTO & Co-Founder,https://at.linkedin.com/in/besbes
https://www.aarnanetworks.com,,,https://www.linkedin.com/in/amarkapadia
https://acclinate.com,Del Smith,Co-Founder & CEO,https://www.linkedin.com/in/delmonize
https://acclinate.com,Tiffany Whitlow,Co-Founder & Chief Development Officer,https://www.linkedin.com/in/tiffany-whitlow-50380219
https://acclinate.com,Rosemary Robinson,Head of Operations,https://www.linkedin.com/in/rosemary-robinson-5b74a77
https://accompanyhealth.com,,,https://www.linkedin.com/in/cathyhenesey
https://www.aclaritywater.com,Michael Shaw,Vice President of Engineering,https://www.linkedin.com/pub/dir/Michael/Shaw
https://www.aclaritywater.com,Julie Bliss Mullen,Chief Executive Officer,https://www.linkedin.com/in/julieblissmullen
https://www.acryldata.io,Shirshanka Das,Co-founder and CTO,https://www.linkedin.com/in/shirshankadas
https://www.acryldata.io,Joseph M. Hellerstein,Co-founder and Chief Strategy Officer of Trifacta,https://www.linkedin.com/in/joehellerstein
https://www.actiobiosciences.com,Ben Cravatt,Co-founder,https://www.linkedin.com/in/ben-cravatt-43b0b419
https://www.actiobiosciences.com,Emil Kakkis,"CEO, President and Director",https://www.linkedin.com/in/emil-kakkis
https://www.actiobiosciences.com,David Goldstein,"CEO, Co-founder",https://www.linkedin.com/in/davidgoldstein
https://www.actiobiosciences.com,John McHutchison,Co-founder,https://www.linkedin.com/in/john-mchutchison
https://activeloop.ai,Davit Buniatyan,CEO,https://www.linkedin.com/in/davidbuniatyan
https://activeloop.ai,Tatevik Hakobyan,COO,https://www.linkedin.com/in/tatevik-hakobyan
http://www.actuate.ai,Sonny Tai,Co-Founder & CEO,https://www.linkedin.com/in/sonny-tai
http://www.actuate.ai,Olivier Muyshondt,VP of Operations,https://www.linkedin.com/in/oliviermuyshondt
http://www.actuate.ai,Tiago Henriques,Vice President of Research,https://ch.linkedin.com/in/balgan
https://acuitymd.com,,,https://www.linkedin.com/in/michael-monovoukas-0786a52b
https://acuitymd.com,,,https://www.linkedin.com/in/mattglickman
https://acuitymd.com,,,https://www.linkedin.com/in/carlo-martinez-shrm-cp-74253736
https://www.adaptive.build,Austin Katje,Director of Operations,https://www.linkedin.com/in/austin-katje-1a18ba59
https://www.adaptive.build,Chad Robins,"Chief Executive Officer, Co-Founder, Chairman of the Board",https://www.linkedin.com/in/chad-robins-b32b933
https://www.adaptive.build,"Harlan Robins, PhD","Chief Scientific Officer, Co-Founder",https://www.linkedin.com/in/harlan-robins-976a1775
https://www.adaptive.build,Julie Rubinstein,"President, Chief Operating Officer",https://www.linkedin.com/in/julie-rubinstein-8801225
https://www.adaptive.build,Francis Lo,Chief People Officer,https://www.linkedin.com/in/lofrancis
